X;Y;insee;nom
4.71113939436055;45.8547257446276;"69059";Civrieux-d'Azergues
4.77120765156727;45.8309599320743;"69116";Limonest
4.73071116885699;45.8686139300529;"69125";Marcilly-d'Azergues
4.82683291694396;45.9092859041599;"01238";Massieux
4.65229495216207;45.839572359073;"69086";Fleurieux-sur-l'Arbresle
4.80307650485541;45.5034193939556;"69007";Ampuis
5.20982319458038;45.6994719129376;"38109";Chozeau
5.20341819078233;45.9063466469963;"01244";Meximieux
5.07280570320562;45.853498089313;"01142";Dagneux
5.02834178655628;45.8446340759464;"01049";La Boisse
5.01608883503537;45.7299904750262;"69277";Genas
5.19373793281539;45.6761009039654;"38294";Panossas
4.96412720539588;45.8745864237769;"01424";Tramoyes
4.98165837422102;45.9857103675094;"01207";Lapeyrouse
5.04500689136856;45.9926759206181;"01443";Villars-les-Dombes
5.15133750931633;45.9329863041101;"01349";Saint-Éloi
5.14870005147511;45.6375722478547;"38537";La Verpillière
4.85446273218689;45.8431847460501;"69087";Fontaines-Saint-Martin
5.21205425611629;45.840262624651;"01361";Saint-Jean-de-Niost
5.10753553440248;45.7846007008527;"38557";Villette-d'Anthon
5.16921532472775;45.9520190322096;"01325";Rignieux-le-Franc
5.15436560376121;45.7850533309669;"38011";Anthon
5.07139648994445;45.9287748894524;"01260";Le Montellier
5.17038093585292;45.8200414382258;"01378";Saint-Maurice-de-Gourdans
5.11442817823394;45.7513153055486;"38197";Janneyrias
5.18426819867875;45.7351767079673;"38507";Tignieu-Jameyzieu
5.17268524183779;45.7524706706176;"38316";Pont-de-Chéruy
4.82013080486627;45.8355747920543;"69233";Saint-Romain-au-Mont-d'Or
4.79452621556057;45.8554544496147;"69153";Poleymieux-au-Mont-d'Or
4.74693137237513;45.8122086783597;"69072";Dardilly
4.77365015065536;45.9141138106435;"69163";Quincieux
4.73098284337518;45.9872075373005;"69264";Villefranche-sur-Saône
5.15518675971442;45.6135975015604;"38553";Villefontaine
5.00463307537186;45.5869656763425;"38408";Saint-Just-Chaleyssin
4.78259221483103;45.5466988419078;"69118";Loire-sur-Rhône
4.73800784745805;45.5123501785355;"69097";Les Haies
4.7234771026479;45.6367023197652;"69241";Taluyers
5.19506460868815;45.5769991604601;"38172";Four
5.11431229893338;45.6011039209127;"38048";Bonnefamille
5.08905295482116;45.5883381003092;"38144";Diémoz
4.93844127424549;45.4737156579368;"38459";Saint-Sorlin-de-Vienne
4.69200906145246;45.6770377591762;"69176";Soucieu-en-Jarrest
4.62563387346281;45.58964777503;"69228";Chabanière
4.66392895161203;45.5542219068561;"42307";Tartaras
4.81778772649342;45.6751015022618;"69100";Irigny
5.16690796623898;45.6884237768993;"38067";Chamagnieu
4.62208187947755;45.8246380214895;"69083";Éveux
4.62032848695146;45.9090968516238;"69017";Bagnols
4.67550980420863;45.9142165407369;"69126";Marcy
4.68214679207169;45.8751909774675;"69212";Saint-Jean-des-Vignes
4.59855052049408;45.8118195518336;"69171";Sain-Bel
4.68435040999698;45.6428363025428;"69219";Saint-Laurent-d'Agny
4.63406883926342;45.6372824951342;"69051";Chaussan
4.58886538331609;45.5981979834655;"69166";Riverie
4.82914579731836;45.9602642198511;"01423";Toussieux
4.79486308847625;45.9671621589413;"01353";Sainte-Euphémie
4.77785585134743;45.9565854123532;"01347";Saint-Didier-de-Formans
4.60982918502134;45.9874244473085;"69061";Cogny
4.68476431026742;45.8528886736308;"69121";Lozanne
4.56562076660894;45.8198902078311;"69175";Savigny
4.5806256055269;45.8592965785546;"69032";Bully
4.75620747901695;45.7380162648679;"69089";Francheville
4.68964799710082;45.7479986267846;"69094";Grézieu-la-Varenne
4.76822862077506;45.6579029149839;"69268";Vourles
4.81266899455895;45.7301696703103;"69142";La Mulatière
4.81073788389824;45.9763815382408;"01250";Misérieux
4.98198096023485;45.6575057735069;"69298";Toussieu
4.65379529362141;45.9170877813876;"69004";Alix
4.88616825333289;45.8403531595374;"69293";Sathonay-Village
4.9489545285455;45.6651211352179;"69283";Mions
4.68865657910632;45.957703457955;"69156";Pommiers
4.67351157160135;45.6162978786089;"69141";Mornant
4.6192755122297;45.5552679772303;"42242";Saint-Joseph
5.03109968504416;45.5641981195708;"38288";Oytier-Saint-Oblas
4.81417647254475;45.5796826722473;"38087";Chasse-sur-Rhône
5.08911385320045;45.8920726534768;"01297";Pizay
5.07679622708702;45.6620196370796;"38184";Grenay
4.82174895728842;45.8479829299235;"69068";Couzon-au-Mont-d'Or
4.70820527998974;45.9425245701632;"69009";Anse
4.82698888944518;45.7017669416778;"69152";Pierre-Bénite
4.74331968162468;45.8931979189929;"69055";Les Chères
4.81817996540414;45.81927653489;"69191";Saint-Cyr-au-Mont-d'Or
4.87451047792978;45.8258291432218;"69292";Sathonay-Camp
5.17945704483647;45.8807475669775;"01290";Pérouges
4.93084009239253;45.8188248767504;"01275";Neyron
5.14035197218256;45.8593087332544;"01032";Béligneux
4.98969198478221;45.9485232693358;"01371";Saint-Marcel
4.97765902337832;45.8329844665011;"01376";Saint-Maurice-de-Beynost
5.01963948539113;45.891183736584;"01262";Montluel
5.19504638895201;45.9663964030894;"01129";Crans
4.84263212513364;45.8220726707727;"69063";Collonges-au-Mont-d'Or
4.83870919033752;45.8436702989963;"69168";Rochetaillée-sur-Saône
4.57053993749133;45.7408260722432;"69067";Courzieu
4.546904544976;45.7741999349653;"69021";Bessenay
4.67254038550832;45.6989689773504;"69131";Messimy
4.65931643656835;45.768444486554;"69154";Pollionnay
4.64201062868782;45.8707389427218;"69050";Châtillon
4.85158197526667;45.7976784929081;"69034";Caluire-et-Cuire
4.85779913681076;45.6732959044349;"69276";Feyzin
4.60119535397975;45.9257833816612;"69134";Moiré
4.64910035349591;45.9646631172879;"69159";Porte des Pierres Dorées
4.63106775867795;45.9222994591095;"69090";Frontenas
4.62705555041297;45.9406699321974;"69246";Theizé
4.57266637334864;45.6029671955845;"69184";Sainte-Catherine
5.07967325829426;45.559636422992;"38389";Saint-Georges-d'Espéranche
4.83815525497097;45.6460195862382;"69296";Solaize
5.10798253925502;45.8309518347539;"01027";Balan
5.10264164077718;45.9500734305239;"01198";Joyeux
4.92436002049865;45.8959417191684;"01248";Mionnay
4.83211969054838;45.5168130016326;"69193";Saint-Cyr-sur-le-Rhône
5.05912066839868;45.6283456876161;"38189";Heyrieux
4.83845060596182;45.598130812272;"69272";Communay
4.91198958370931;45.9961794225446;"01005";Ambérieux-en-Dombes
4.88668288320742;45.9229601136434;"01105";Civrieux
5.11239265611785;45.9856035683646;"01434";Versailleux
4.85835079849949;45.5252422903351;"69189";Sainte-Colombe
4.95027674284752;45.6283627581006;"69270";Chaponnay
5.12581278506944;45.6826951586649;"38475";Satolas-et-Bonce
4.830635921596;45.8640676215693;"69003";Albigny-sur-Saône
4.74146669435291;45.949243703787;"01339";Saint-Bernard
4.75498178787633;45.7629796167771;"69244";Tassin-la-Demi-Lune
5.18537858790868;45.6155655166314;"38530";Vaulx-Milieu
5.18552212289604;45.6511668068232;"38176";Frontonas
5.16680250497554;45.5375544918835;"38015";Artas
5.15593732281361;45.574570274294;"38339";Roche
4.78658032077943;45.7983309362823;"69040";Champagne-au-Mont-d'Or
4.70337753430453;45.7205895830314;"69028";Brindas
4.72043449855218;45.661200803741;"69148";Orliénas
4.7455529577125;45.709065721399;"69043";Chaponost
4.77836658954488;45.6311378052207;"69133";Millery
4.88119698352709;45.7042422660472;"69259";Vénissieux
4.96226256315257;45.7381365556818;"69271";Chassieu
4.70423766890726;45.5661313995631;"69236";Saint-Romain-en-Gier
4.8694263293962;45.6426526661292;"69291";Saint-Symphorien-d'Ozon
4.8094586123171;45.6494974210512;"69260";Vernaison
4.9072588073584;45.6230066894657;"69281";Marennes
4.84412496240869;45.4795200399439;"38336";Reventin-Vaugris
4.77425744218154;45.4909230804373;"69253";Tupin-et-Semons
5.15135642203584;45.7398379603634;"38085";Charvieu-Chavagneux
5.1035018306464;45.7179737933416;"69299";Colombier-Saugnieu
4.55465307162913;45.8852942114663;"69173";Sarcey
5.08019339252292;45.5196073766113;"38035";Beauvoir-de-Marc
4.71884951750134;45.9722153865567;"69115";Limas
4.6166484290274;45.781352105702;"69231";Saint-Pierre-la-Palud
4.71148450120891;45.7849669371635;"69127";Marcy-l'Étoile
4.59633827736188;45.7733262205254;"69057";Chevinay
4.78933328965204;45.6943195151933;"69204";Saint-Genis-Laval
4.6339795272372;45.5147892000009;"42053";Châteauneuf
4.75788678452702;45.5813137555706;"69091";Givors
4.82647318463058;45.5358612836313;"69235";Saint-Romain-en-Gal
4.89948960762285;45.9599859423345;"01362";Saint-Jean-de-Thurigneux
4.55788504907585;45.6578604563254;"69227";Saint-Martin-en-Haut
4.91194010503519;45.7346725078783;"69029";Bron
4.59786394567838;45.9703827721375;"69265";Ville-sur-Jarnioux
4.70344316967055;45.5918219299903;"69179";Beauvallon
4.99858123332439;45.4779488183414;"38160";Eyzin-Pinet
5.03729948460529;45.9531468534831;"01045";Birieux
4.87094594382965;45.6119089994465;"69295";Simandres
4.85087515081233;45.8593950600714;"69085";Fleurieu-sur-Saône
4.75943260084302;45.9782066509421;"01194";Jassans-Riottier
4.67927285870878;45.9273574338836;"69106";Lachassagne
4.90851842674107;45.6683278201109;"69273";Corbas
4.88075725055383;45.5208738600145;"38544";Vienne
4.82866209758451;45.7700659310131;"69381";Lyon 1er Arrondissement
4.80878323742598;45.7826268074114;"69389";Lyon 9e Arrondissement
4.82563546201978;45.7484198223014;"69382";Lyon 2e Arrondissement
4.82371117590752;45.7790002347048;"69384";Lyon 4e Arrondissement
4.86938666205072;45.7533324518969;"69383";Lyon 3e Arrondissement
4.80302269784641;45.7562732576647;"69385";Lyon 5e Arrondissement
4.83736856178182;45.7334291759191;"69387";Lyon 7e Arrondissement
4.86928073743304;45.7339241974647;"69388";Lyon 8e Arrondissement
4.85190998301348;45.7731372369993;"69386";Lyon 6e Arrondissement
