OD,OD FULL (CODE COMMUNE),NOM_COM_START,NOM_COM_END,Nombre,CENTROID_COM_START_X,CENTROID_COM_START_Y,CENTROID_COM_END_X,CENTROID_COM_END_Y,WAYPOINT_X,WAYPOINT_Y,WIDTH,WKT
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69142 -> 69290,La Mulatière,Saint-Priest,23,4.81266899455895,45.7301696703103,4.9489228896489,45.7017753082431,4.842077,45.721641,2.3,"LINESTRING(4.81266899455895 45.7301696703103,4.842077 45.721641,4.9489228896489 45.7017753082431)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69387 -> 69297,Lyon 7e Arrondissement,Ternay,23,4.83736856178182,45.7334291759191,4.80674607774519,45.6050440283971,4.842077,45.721641,2.3,"LINESTRING(4.83736856178182 45.7334291759191,4.842077 45.721641,4.80674607774519 45.6050440283971)"
PASSE PAR D51_Nord_Sud,PASSE PAR D51_Nord_Sud : 69063 -> 69389,Collonges-au-Mont-d'Or,Lyon 9e Arrondissement,23,4.84263212513364,45.8220726707727,4.80878323742598,45.7826268074114,4.845935,45.814674,2.3,"LINESTRING(4.84263212513364 45.8220726707727,4.845935 45.814674,4.80878323742598 45.7826268074114)"
PASSE PAR D51_Nord_Sud,PASSE PAR D51_Nord_Sud : 69191 -> 69382,Saint-Cyr-au-Mont-d'Or,Lyon 2e Arrondissement,23,4.81817996540414,45.81927653489,4.82563546201978,45.7484198223014,4.845935,45.814674,2.3,"LINESTRING(4.81817996540414 45.81927653489,4.845935 45.814674,4.82563546201978 45.7484198223014)"
PASSE PAR D51_Nord_Sud,PASSE PAR D51_Nord_Sud : 69389 -> 69381,Lyon 9e Arrondissement,Lyon 1er Arrondissement,23,4.80878323742598,45.7826268074114,4.82866209758451,45.7700659310131,4.845935,45.814674,2.3,"LINESTRING(4.80878323742598 45.7826268074114,4.845935 45.814674,4.82866209758451 45.7700659310131)"
PASSE PAR AVENUE JEAN MERMOZ Est Ouest,PASSE PAR AVENUE JEAN MERMOZ Est Ouest : 69259 -> 69259,Vénissieux,Vénissieux,22,4.88119698352709,45.7042422660472,4.88119698352709,45.7042422660472,4.881232,45.732687,2.2,"LINESTRING(4.88119698352709 45.7042422660472,4.881232 45.732687,4.88119698352709 45.7042422660472)"
PASSE PAR AVENUE JEAN MERMOZ Est Ouest,PASSE PAR AVENUE JEAN MERMOZ Est Ouest : 69266 -> 69266,Villeurbanne,Villeurbanne,22,4.88899121468023,45.7710534332504,4.88899121468023,45.7710534332504,4.881232,45.732687,2.2,"LINESTRING(4.88899121468023 45.7710534332504,4.881232 45.732687,4.88899121468023 45.7710534332504)"
PASSE PAR AVENUE JEAN MERMOZ Est Ouest,PASSE PAR AVENUE JEAN MERMOZ Est Ouest : 69299 -> 69259,Colombier-Saugnieu,Vénissieux,22,5.1035018306464,45.7179737933416,4.88119698352709,45.7042422660472,4.881232,45.732687,2.2,"LINESTRING(5.1035018306464 45.7179737933416,4.881232 45.732687,4.88119698352709 45.7042422660472)"
PASSE PAR AVENUE JEAN MERMOZ Est Ouest,PASSE PAR AVENUE JEAN MERMOZ Est Ouest : 69299 -> 69382,Colombier-Saugnieu,Lyon 2e Arrondissement,22,5.1035018306464,45.7179737933416,4.82563546201978,45.7484198223014,4.881232,45.732687,2.2,"LINESTRING(5.1035018306464 45.7179737933416,4.881232 45.732687,4.82563546201978 45.7484198223014)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69388 -> 69279,Lyon 8e Arrondissement,Jonage,22,4.86928073743304,45.7339241974647,5.04132081083843,45.7912752041892,4.881232,45.732687,2.2,"LINESTRING(4.86928073743304 45.7339241974647,4.881232 45.732687,5.04132081083843 45.7912752041892)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud : 69199 -> 69383,Saint-Fons,Lyon 3e Arrondissement,22,4.85054751898645,45.7015670467414,4.86938666205072,45.7533324518969,4.842077,45.721641,2.2,"LINESTRING(4.85054751898645 45.7015670467414,4.842077 45.721641,4.86938666205072 45.7533324518969)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud : 69270 -> 69387,Chaponnay,Lyon 7e Arrondissement,22,4.95027674284752,45.6283627581006,4.83736856178182,45.7334291759191,4.842077,45.721641,2.2,"LINESTRING(4.95027674284752 45.6283627581006,4.842077 45.721641,4.83736856178182 45.7334291759191)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud : 69287 -> 69387,Saint-Bonnet-de-Mure,Lyon 7e Arrondissement,22,5.02215571314931,45.6962123272296,4.83736856178182,45.7334291759191,4.842077,45.721641,2.2,"LINESTRING(5.02215571314931 45.6962123272296,4.842077 45.721641,4.83736856178182 45.7334291759191)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud : 69387 -> 69382,Lyon 7e Arrondissement,Lyon 2e Arrondissement,22,4.83736856178182,45.7334291759191,4.82563546201978,45.7484198223014,4.842077,45.721641,2.2,"LINESTRING(4.83736856178182 45.7334291759191,4.842077 45.721641,4.82563546201978 45.7484198223014)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69244 -> 69259,Tassin-la-Demi-Lune,Vénissieux,22,4.75498178787633,45.7629796167771,4.88119698352709,45.7042422660472,4.842077,45.721641,2.2,"LINESTRING(4.75498178787633 45.7629796167771,4.842077 45.721641,4.88119698352709 45.7042422660472)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69382 -> 69199,Lyon 2e Arrondissement,Saint-Fons,22,4.82563546201978,45.7484198223014,4.85054751898645,45.7015670467414,4.842077,45.721641,2.2,"LINESTRING(4.82563546201978 45.7484198223014,4.842077 45.721641,4.85054751898645 45.7015670467414)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69382 -> 69387,Lyon 2e Arrondissement,Lyon 7e Arrondissement,22,4.82563546201978,45.7484198223014,4.83736856178182,45.7334291759191,4.842077,45.721641,2.2,"LINESTRING(4.82563546201978 45.7484198223014,4.842077 45.721641,4.83736856178182 45.7334291759191)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69389 -> 69259,Lyon 9e Arrondissement,Vénissieux,22,4.80878323742598,45.7826268074114,4.88119698352709,45.7042422660472,4.842077,45.721641,2.2,"LINESTRING(4.80878323742598 45.7826268074114,4.842077 45.721641,4.88119698352709 45.7042422660472)"
PASSE PAR D51_Nord_Sud,PASSE PAR D51_Nord_Sud : 69063 -> 69383,Collonges-au-Mont-d'Or,Lyon 3e Arrondissement,22,4.84263212513364,45.8220726707727,4.86938666205072,45.7533324518969,4.845935,45.814674,2.2,"LINESTRING(4.84263212513364 45.8220726707727,4.845935 45.814674,4.86938666205072 45.7533324518969)"
PASSE PAR D51_Sud_Nord,PASSE PAR D51_Sud_Nord : 69384 -> 69191,Lyon 4e Arrondissement,Saint-Cyr-au-Mont-d'Or,22,4.82371117590752,45.7790002347048,4.81817996540414,45.81927653489,4.845935,45.814674,2.2,"LINESTRING(4.82371117590752 45.7790002347048,4.845935 45.814674,4.81817996540414 45.81927653489)"
PASSE PAR AVENUE JEAN MERMOZ Est Ouest,PASSE PAR AVENUE JEAN MERMOZ Est Ouest : 69275 -> 69387,Décines-Charpieu,Lyon 7e Arrondissement,21,4.9617090527145,45.7719771208726,4.83736856178182,45.7334291759191,4.881232,45.732687,2.1,"LINESTRING(4.9617090527145 45.7719771208726,4.881232 45.732687,4.83736856178182 45.7334291759191)"
PASSE PAR AVENUE JEAN MERMOZ Est Ouest,PASSE PAR AVENUE JEAN MERMOZ Est Ouest : 69277 -> 69029,Genas,Bron,21,5.01608883503537,45.7299904750262,4.91194010503519,45.7346725078783,4.881232,45.732687,2.1,"LINESTRING(5.01608883503537 45.7299904750262,4.881232 45.732687,4.91194010503519 45.7346725078783)"
PASSE PAR AVENUE JEAN MERMOZ Est Ouest,PASSE PAR AVENUE JEAN MERMOZ Est Ouest : 69277 -> 69259,Genas,Vénissieux,21,5.01608883503537,45.7299904750262,4.88119698352709,45.7042422660472,4.881232,45.732687,2.1,"LINESTRING(5.01608883503537 45.7299904750262,4.881232 45.732687,4.88119698352709 45.7042422660472)"
PASSE PAR AVENUE JEAN MERMOZ Est Ouest,PASSE PAR AVENUE JEAN MERMOZ Est Ouest : 69282 -> 69383,Meyzieu,Lyon 3e Arrondissement,21,5.00629233543023,45.7771600152202,4.86938666205072,45.7533324518969,4.881232,45.732687,2.1,"LINESTRING(5.00629233543023 45.7771600152202,4.881232 45.732687,4.86938666205072 45.7533324518969)"
PASSE PAR AVENUE JEAN MERMOZ Est Ouest,PASSE PAR AVENUE JEAN MERMOZ Est Ouest : 69282 -> 69387,Meyzieu,Lyon 7e Arrondissement,21,5.00629233543023,45.7771600152202,4.83736856178182,45.7334291759191,4.881232,45.732687,2.1,"LINESTRING(5.00629233543023 45.7771600152202,4.881232 45.732687,4.83736856178182 45.7334291759191)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69259 -> 69029,Vénissieux,Bron,21,4.88119698352709,45.7042422660472,4.91194010503519,45.7346725078783,4.881232,45.732687,2.1,"LINESTRING(4.88119698352709 45.7042422660472,4.881232 45.732687,4.91194010503519 45.7346725078783)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud : 1249 -> 69387,Miribel,Lyon 7e Arrondissement,21,4.94080142654413,45.8447429335378,4.83736856178182,45.7334291759191,4.842077,45.721641,2.1,"LINESTRING(4.94080142654413 45.8447429335378,4.842077 45.721641,4.83736856178182 45.7334291759191)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud : 69029 -> 69202,Bron,Sainte-Foy-lès-Lyon,21,4.91194010503519,45.7346725078783,4.79358669872175,45.7358894918565,4.842077,45.721641,2.1,"LINESTRING(4.91194010503519 45.7346725078783,4.842077 45.721641,4.79358669872175 45.7358894918565)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud : 69199 -> 69199,Saint-Fons,Saint-Fons,21,4.85054751898645,45.7015670467414,4.85054751898645,45.7015670467414,4.842077,45.721641,2.1,"LINESTRING(4.85054751898645 45.7015670467414,4.842077 45.721641,4.85054751898645 45.7015670467414)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud : 69273 -> 69273,Corbas,Corbas,21,4.90851842674107,45.6683278201109,4.90851842674107,45.6683278201109,4.842077,45.721641,2.1,"LINESTRING(4.90851842674107 45.6683278201109,4.842077 45.721641,4.90851842674107 45.6683278201109)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69387 -> 69100,Lyon 7e Arrondissement,Irigny,21,4.83736856178182,45.7334291759191,4.81778772649342,45.6751015022618,4.842077,45.721641,2.1,"LINESTRING(4.83736856178182 45.7334291759191,4.842077 45.721641,4.81778772649342 45.6751015022618)"
PASSE PAR D51_Sud_Nord,PASSE PAR D51_Sud_Nord : 69381 -> 69389,Lyon 1er Arrondissement,Lyon 9e Arrondissement,21,4.82866209758451,45.7700659310131,4.80878323742598,45.7826268074114,4.845935,45.814674,2.1,"LINESTRING(4.82866209758451 45.7700659310131,4.845935 45.814674,4.80878323742598 45.7826268074114)"
PASSE PAR AVENUE JEAN MERMOZ Est Ouest,PASSE PAR AVENUE JEAN MERMOZ Est Ouest : 69271 -> 69259,Chassieu,Vénissieux,20,4.96226256315257,45.7381365556818,4.88119698352709,45.7042422660472,4.881232,45.732687,2,"LINESTRING(4.96226256315257 45.7381365556818,4.881232 45.732687,4.88119698352709 45.7042422660472)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69266 -> 69290,Villeurbanne,Saint-Priest,20,4.88899121468023,45.7710534332504,4.9489228896489,45.7017753082431,4.881232,45.732687,2,"LINESTRING(4.88899121468023 45.7710534332504,4.881232 45.732687,4.9489228896489 45.7017753082431)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69388 -> 69270,Lyon 8e Arrondissement,Chaponnay,20,4.86928073743304,45.7339241974647,4.95027674284752,45.6283627581006,4.881232,45.732687,2,"LINESTRING(4.86928073743304 45.7339241974647,4.881232 45.732687,4.95027674284752 45.6283627581006)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69388 -> 69281,Lyon 8e Arrondissement,Marennes,20,4.86928073743304,45.7339241974647,4.9072588073584,45.6230066894657,4.881232,45.732687,2,"LINESTRING(4.86928073743304 45.7339241974647,4.881232 45.732687,4.9072588073584 45.6230066894657)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud : 69290 -> 69202,Saint-Priest,Sainte-Foy-lès-Lyon,20,4.9489228896489,45.7017753082431,4.79358669872175,45.7358894918565,4.842077,45.721641,2,"LINESTRING(4.9489228896489 45.7017753082431,4.842077 45.721641,4.79358669872175 45.7358894918565)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud : 69291 -> 69387,Saint-Symphorien-d'Ozon,Lyon 7e Arrondissement,20,4.8694263293962,45.6426526661292,4.83736856178182,45.7334291759191,4.842077,45.721641,2,"LINESTRING(4.8694263293962 45.6426526661292,4.842077 45.721641,4.83736856178182 45.7334291759191)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud : 69294 -> 69387,Sérézin-du-Rhône,Lyon 7e Arrondissement,20,4.8249610961635,45.6277547112575,4.83736856178182,45.7334291759191,4.842077,45.721641,2,"LINESTRING(4.8249610961635 45.6277547112575,4.842077 45.721641,4.83736856178182 45.7334291759191)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69382 -> 69382,Lyon 2e Arrondissement,Lyon 2e Arrondissement,20,4.82563546201978,45.7484198223014,4.82563546201978,45.7484198223014,4.842077,45.721641,2,"LINESTRING(4.82563546201978 45.7484198223014,4.842077 45.721641,4.82563546201978 45.7484198223014)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69387 -> 69152,Lyon 7e Arrondissement,Pierre-Bénite,20,4.83736856178182,45.7334291759191,4.82698888944518,45.7017669416778,4.842077,45.721641,2,"LINESTRING(4.83736856178182 45.7334291759191,4.842077 45.721641,4.82698888944518 45.7017669416778)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69387 -> 69288,Lyon 7e Arrondissement,Saint-Laurent-de-Mure,20,4.83736856178182,45.7334291759191,5.06088953342668,45.6838067421832,4.842077,45.721641,2,"LINESTRING(4.83736856178182 45.7334291759191,4.842077 45.721641,5.06088953342668 45.6838067421832)"
PASSE PAR D51_Nord_Sud,PASSE PAR D51_Nord_Sud : 69389 -> 69385,Lyon 9e Arrondissement,Lyon 5e Arrondissement,20,4.80878323742598,45.7826268074114,4.80302269784641,45.7562732576647,4.845935,45.814674,2,"LINESTRING(4.80878323742598 45.7826268074114,4.845935 45.814674,4.80302269784641 45.7562732576647)"
PASSE PAR AVENUE JEAN MERMOZ Est Ouest,PASSE PAR AVENUE JEAN MERMOZ Est Ouest : 69277 -> 69277,Genas,Genas,19,5.01608883503537,45.7299904750262,5.01608883503537,45.7299904750262,4.881232,45.732687,1.9,"LINESTRING(5.01608883503537 45.7299904750262,4.881232 45.732687,5.01608883503537 45.7299904750262)"
PASSE PAR AVENUE JEAN MERMOZ Est Ouest,PASSE PAR AVENUE JEAN MERMOZ Est Ouest : 69388 -> 69029,Lyon 8e Arrondissement,Bron,19,4.86928073743304,45.7339241974647,4.91194010503519,45.7346725078783,4.881232,45.732687,1.9,"LINESTRING(4.86928073743304 45.7339241974647,4.881232 45.732687,4.91194010503519 45.7346725078783)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69290 -> 69290,Saint-Priest,Saint-Priest,19,4.9489228896489,45.7017753082431,4.9489228896489,45.7017753082431,4.881232,45.732687,1.9,"LINESTRING(4.9489228896489 45.7017753082431,4.881232 45.732687,4.9489228896489 45.7017753082431)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud : 69029 -> 69385,Bron,Lyon 5e Arrondissement,19,4.91194010503519,45.7346725078783,4.80302269784641,45.7562732576647,4.842077,45.721641,1.9,"LINESTRING(4.91194010503519 45.7346725078783,4.842077 45.721641,4.80302269784641 45.7562732576647)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud : 69290 -> 69244,Saint-Priest,Tassin-la-Demi-Lune,19,4.9489228896489,45.7017753082431,4.75498178787633,45.7629796167771,4.842077,45.721641,1.9,"LINESTRING(4.9489228896489 45.7017753082431,4.842077 45.721641,4.75498178787633 45.7629796167771)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud : 69298 -> 69387,Toussieu,Lyon 7e Arrondissement,19,4.98198096023485,45.6575057735069,4.83736856178182,45.7334291759191,4.842077,45.721641,1.9,"LINESTRING(4.98198096023485 45.6575057735069,4.842077 45.721641,4.83736856178182 45.7334291759191)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69382 -> 69282,Lyon 2e Arrondissement,Meyzieu,19,4.82563546201978,45.7484198223014,5.00629233543023,45.7771600152202,4.842077,45.721641,1.9,"LINESTRING(4.82563546201978 45.7484198223014,4.842077 45.721641,5.00629233543023 45.7771600152202)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69387 -> 38544,Lyon 7e Arrondissement,Vienne,19,4.83736856178182,45.7334291759191,4.88075725055383,45.5208738600145,4.842077,45.721641,1.9,"LINESTRING(4.83736856178182 45.7334291759191,4.842077 45.721641,4.88075725055383 45.5208738600145)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69387 -> 69270,Lyon 7e Arrondissement,Chaponnay,19,4.83736856178182,45.7334291759191,4.95027674284752,45.6283627581006,4.842077,45.721641,1.9,"LINESTRING(4.83736856178182 45.7334291759191,4.842077 45.721641,4.95027674284752 45.6283627581006)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69387 -> 69287,Lyon 7e Arrondissement,Saint-Bonnet-de-Mure,19,4.83736856178182,45.7334291759191,5.02215571314931,45.6962123272296,4.842077,45.721641,1.9,"LINESTRING(4.83736856178182 45.7334291759191,4.842077 45.721641,5.02215571314931 45.6962123272296)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69387 -> 69296,Lyon 7e Arrondissement,Solaize,19,4.83736856178182,45.7334291759191,4.83815525497097,45.6460195862382,4.842077,45.721641,1.9,"LINESTRING(4.83736856178182 45.7334291759191,4.842077 45.721641,4.83815525497097 45.6460195862382)"
PASSE PAR D51_Nord_Sud,PASSE PAR D51_Nord_Sud : 69389 -> 69387,Lyon 9e Arrondissement,Lyon 7e Arrondissement,19,4.80878323742598,45.7826268074114,4.83736856178182,45.7334291759191,4.845935,45.814674,1.9,"LINESTRING(4.80878323742598 45.7826268074114,4.845935 45.814674,4.83736856178182 45.7334291759191)"
PASSE PAR AVENUE JEAN MERMOZ Est Ouest,PASSE PAR AVENUE JEAN MERMOZ Est Ouest : 38519 -> 69388,Valencin,Lyon 8e Arrondissement,18,5.02778854427342,45.6076525495304,4.86928073743304,45.7339241974647,4.881232,45.732687,1.8,"LINESTRING(5.02778854427342 45.6076525495304,4.881232 45.732687,4.86928073743304 45.7339241974647)"
PASSE PAR AVENUE JEAN MERMOZ Est Ouest,PASSE PAR AVENUE JEAN MERMOZ Est Ouest : 69259 -> 69388,Vénissieux,Lyon 8e Arrondissement,18,4.88119698352709,45.7042422660472,4.86928073743304,45.7339241974647,4.881232,45.732687,1.8,"LINESTRING(4.88119698352709 45.7042422660472,4.881232 45.732687,4.86928073743304 45.7339241974647)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud : 38087 -> 69387,Chasse-sur-Rhône,Lyon 7e Arrondissement,18,4.81417647254475,45.5796826722473,4.83736856178182,45.7334291759191,4.842077,45.721641,1.8,"LINESTRING(4.81417647254475 45.5796826722473,4.842077 45.721641,4.83736856178182 45.7334291759191)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Nord Sud : 69259 -> 69381,Vénissieux,Lyon 1er Arrondissement,18,4.88119698352709,45.7042422660472,4.82866209758451,45.7700659310131,4.842077,45.721641,1.8,"LINESTRING(4.88119698352709 45.7042422660472,4.842077 45.721641,4.82866209758451 45.7700659310131)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69382 -> 69388,Lyon 2e Arrondissement,Lyon 8e Arrondissement,18,4.82563546201978,45.7484198223014,4.86928073743304,45.7339241974647,4.842077,45.721641,1.8,"LINESTRING(4.82563546201978 45.7484198223014,4.842077 45.721641,4.86928073743304 45.7339241974647)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69387 -> 38087,Lyon 7e Arrondissement,Chasse-sur-Rhône,18,4.83736856178182,45.7334291759191,4.81417647254475,45.5796826722473,4.842077,45.721641,1.8,"LINESTRING(4.83736856178182 45.7334291759191,4.842077 45.721641,4.81417647254475 45.5796826722473)"
PASSE PAR D51_Nord_Sud,PASSE PAR D51_Nord_Sud : 69034 -> 69034,Caluire-et-Cuire,Caluire-et-Cuire,18,4.85158197526667,45.7976784929081,4.85158197526667,45.7976784929081,4.845935,45.814674,1.8,"LINESTRING(4.85158197526667 45.7976784929081,4.845935 45.814674,4.85158197526667 45.7976784929081)"
PASSE PAR D51_Sud_Nord,PASSE PAR D51_Sud_Nord : 69259 -> 69389,Vénissieux,Lyon 9e Arrondissement,18,4.88119698352709,45.7042422660472,4.80878323742598,45.7826268074114,4.845935,45.814674,1.8,"LINESTRING(4.88119698352709 45.7042422660472,4.845935 45.814674,4.80878323742598 45.7826268074114)"
PASSE PAR D51_Sud_Nord,PASSE PAR D51_Sud_Nord : 69386 -> 69063,Lyon 6e Arrondissement,Collonges-au-Mont-d'Or,18,4.85190998301348,45.7731372369993,4.84263212513364,45.8220726707727,4.845935,45.814674,1.8,"LINESTRING(4.85190998301348 45.7731372369993,4.845935 45.814674,4.84263212513364 45.8220726707727)"
PASSE PAR AVENUE JEAN MERMOZ Est Ouest,PASSE PAR AVENUE JEAN MERMOZ Est Ouest : 69029 -> 69290,Bron,Saint-Priest,17,4.91194010503519,45.7346725078783,4.9489228896489,45.7017753082431,4.881232,45.732687,1.7,"LINESTRING(4.91194010503519 45.7346725078783,4.881232 45.732687,4.9489228896489 45.7017753082431)"
PASSE PAR AVENUE JEAN MERMOZ Est Ouest,PASSE PAR AVENUE JEAN MERMOZ Est Ouest : 69282 -> 69259,Meyzieu,Vénissieux,17,5.00629233543023,45.7771600152202,4.88119698352709,45.7042422660472,4.881232,45.732687,1.7,"LINESTRING(5.00629233543023 45.7771600152202,4.881232 45.732687,4.88119698352709 45.7042422660472)"
PASSE PAR AVENUE JEAN MERMOZ Est Ouest,PASSE PAR AVENUE JEAN MERMOZ Est Ouest : 69288 -> 69388,Saint-Laurent-de-Mure,Lyon 8e Arrondissement,17,5.06088953342668,45.6838067421832,4.86928073743304,45.7339241974647,4.881232,45.732687,1.7,"LINESTRING(5.06088953342668 45.6838067421832,4.881232 45.732687,4.86928073743304 45.7339241974647)"
PASSE PAR AVENUE JEAN MERMOZ Est Ouest,PASSE PAR AVENUE JEAN MERMOZ Est Ouest : 69289 -> 69388,Saint-Pierre-de-Chandieu,Lyon 8e Arrondissement,17,5.00876001777207,45.6451108128334,4.86928073743304,45.7339241974647,4.881232,45.732687,1.7,"LINESTRING(5.00876001777207 45.6451108128334,4.881232 45.732687,4.86928073743304 45.7339241974647)"
PASSE PAR AVENUE JEAN MERMOZ Est Ouest,PASSE PAR AVENUE JEAN MERMOZ Est Ouest : 69383 -> 69029,Lyon 3e Arrondissement,Bron,17,4.86938666205072,45.7533324518969,4.91194010503519,45.7346725078783,4.881232,45.732687,1.7,"LINESTRING(4.86938666205072 45.7533324518969,4.881232 45.732687,4.91194010503519 45.7346725078783)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69387 -> 69256,Lyon 7e Arrondissement,Vaulx-en-Velin,17,4.83736856178182,45.7334291759191,4.92669597598712,45.786148063082,4.881232,45.732687,1.7,"LINESTRING(4.83736856178182 45.7334291759191,4.881232 45.732687,4.92669597598712 45.786148063082)"
