OD,OD FULL (CODE COMMUNE),NOM_COM_START,NOM_COM_END,Nombre,CENTROID_COM_START_X,CENTROID_COM_START_Y,CENTROID_COM_END_X,CENTROID_COM_END_Y,WAYPOINT_X,WAYPOINT_Y,WIDTH,WKT
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69081 -> 69271,Écully,Chassieu,1,4.7726208285424,45.7818676551703,4.96226256315257,45.7381365556818,4.881232,45.732687,0.1,"LINESTRING(4.7726208285424 45.7818676551703,4.881232 45.732687,4.96226256315257 45.7381365556818)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69081 -> 69279,Écully,Jonage,1,4.7726208285424,45.7818676551703,5.04132081083843,45.7912752041892,4.881232,45.732687,0.1,"LINESTRING(4.7726208285424 45.7818676551703,4.881232 45.732687,5.04132081083843 45.7912752041892)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69081 -> 69382,Écully,Lyon 2e Arrondissement,1,4.7726208285424,45.7818676551703,4.82563546201978,45.7484198223014,4.881232,45.732687,0.1,"LINESTRING(4.7726208285424 45.7818676551703,4.881232 45.732687,4.82563546201978 45.7484198223014)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69086 -> 69029,Fleurieux-sur-l'Arbresle,Bron,1,4.65229495216207,45.839572359073,4.91194010503519,45.7346725078783,4.881232,45.732687,0.1,"LINESTRING(4.65229495216207 45.839572359073,4.881232 45.732687,4.91194010503519 45.7346725078783)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69086 -> 69275,Fleurieux-sur-l'Arbresle,Décines-Charpieu,1,4.65229495216207,45.839572359073,4.9617090527145,45.7719771208726,4.881232,45.732687,0.1,"LINESTRING(4.65229495216207 45.839572359073,4.881232 45.732687,4.9617090527145 45.7719771208726)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69088 -> 38288,Fontaines-sur-Saône,Oytier-Saint-Oblas,1,4.85633573620651,45.8284449481012,5.03109968504416,45.5641981195708,4.881232,45.732687,0.1,"LINESTRING(4.85633573620651 45.8284449481012,4.881232 45.732687,5.03109968504416 45.5641981195708)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69088 -> 69259,Fontaines-sur-Saône,Vénissieux,1,4.85633573620651,45.8284449481012,4.88119698352709,45.7042422660472,4.881232,45.732687,0.1,"LINESTRING(4.85633573620651 45.8284449481012,4.881232 45.732687,4.88119698352709 45.7042422660472)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69089 -> 69029,Francheville,Bron,1,4.75620747901695,45.7380162648679,4.91194010503519,45.7346725078783,4.881232,45.732687,0.1,"LINESTRING(4.75620747901695 45.7380162648679,4.881232 45.732687,4.91194010503519 45.7346725078783)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69089 -> 69290,Francheville,Saint-Priest,1,4.75620747901695,45.7380162648679,4.9489228896489,45.7017753082431,4.881232,45.732687,0.1,"LINESTRING(4.75620747901695 45.7380162648679,4.881232 45.732687,4.9489228896489 45.7017753082431)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69091 -> 69091,Givors,Givors,1,4.75788678452702,45.5813137555706,4.75788678452702,45.5813137555706,4.881232,45.732687,0.1,"LINESTRING(4.75788678452702 45.5813137555706,4.881232 45.732687,4.75788678452702 45.5813137555706)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69092 -> 69029,Gleizé,Bron,1,4.68781234293555,45.9910306521688,4.91194010503519,45.7346725078783,4.881232,45.732687,0.1,"LINESTRING(4.68781234293555 45.9910306521688,4.881232 45.732687,4.91194010503519 45.7346725078783)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69092 -> 69105,Gleizé,Lacenas,1,4.68781234293555,45.9910306521688,4.6465568567563,45.986390578796,4.881232,45.732687,0.1,"LINESTRING(4.68781234293555 45.9910306521688,4.881232 45.732687,4.6465568567563 45.986390578796)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69096 -> 69256,Grigny,Vaulx-en-Velin,1,4.78719728541282,45.6086895090813,4.92669597598712,45.786148063082,4.881232,45.732687,0.1,"LINESTRING(4.78719728541282 45.6086895090813,4.881232 45.732687,4.92669597598712 45.786148063082)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69096 -> 69381,Grigny,Lyon 1er Arrondissement,1,4.78719728541282,45.6086895090813,4.82866209758451,45.7700659310131,4.881232,45.732687,0.1,"LINESTRING(4.78719728541282 45.6086895090813,4.881232 45.732687,4.82866209758451 45.7700659310131)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69100 -> 69029,Irigny,Bron,1,4.81778772649342,45.6751015022618,4.91194010503519,45.7346725078783,4.881232,45.732687,0.1,"LINESTRING(4.81778772649342 45.6751015022618,4.881232 45.732687,4.91194010503519 45.7346725078783)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69100 -> 69204,Irigny,Saint-Genis-Laval,1,4.81778772649342,45.6751015022618,4.78933328965204,45.6943195151933,4.881232,45.732687,0.1,"LINESTRING(4.81778772649342 45.6751015022618,4.881232 45.732687,4.78933328965204 45.6943195151933)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69112 -> 69279,Lentilly,Jonage,1,4.67034946901628,45.8124237823379,5.04132081083843,45.7912752041892,4.881232,45.732687,0.1,"LINESTRING(4.67034946901628 45.8124237823379,4.881232 45.732687,5.04132081083843 45.7912752041892)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69112 -> 69287,Lentilly,Saint-Bonnet-de-Mure,1,4.67034946901628,45.8124237823379,5.02215571314931,45.6962123272296,4.881232,45.732687,0.1,"LINESTRING(4.67034946901628 45.8124237823379,4.881232 45.732687,5.02215571314931 45.6962123272296)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69112 -> 69288,Lentilly,Saint-Laurent-de-Mure,1,4.67034946901628,45.8124237823379,5.06088953342668,45.6838067421832,4.881232,45.732687,0.1,"LINESTRING(4.67034946901628 45.8124237823379,4.881232 45.732687,5.06088953342668 45.6838067421832)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69115 -> 69029,Limas,Bron,1,4.71884951750134,45.9722153865567,4.91194010503519,45.7346725078783,4.881232,45.732687,0.1,"LINESTRING(4.71884951750134 45.9722153865567,4.881232 45.732687,4.91194010503519 45.7346725078783)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69116 -> 38449,Limonest,Saint-Quentin-Fallavier,1,4.77120765156727,45.8309599320743,5.10831957401057,45.6397806903697,4.881232,45.732687,0.1,"LINESTRING(4.77120765156727 45.8309599320743,4.881232 45.732687,5.10831957401057 45.6397806903697)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69116 -> 69029,Limonest,Bron,1,4.77120765156727,45.8309599320743,4.91194010503519,45.7346725078783,4.881232,45.732687,0.1,"LINESTRING(4.77120765156727 45.8309599320743,4.881232 45.732687,4.91194010503519 45.7346725078783)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69118 -> 69290,Loire-sur-Rhône,Saint-Priest,1,4.78259221483103,45.5466988419078,4.9489228896489,45.7017753082431,4.881232,45.732687,0.1,"LINESTRING(4.78259221483103 45.5466988419078,4.881232 45.732687,4.9489228896489 45.7017753082431)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69127 -> 69142,Marcy-l'Étoile,La Mulatière,1,4.71148450120891,45.7849669371635,4.81266899455895,45.7301696703103,4.881232,45.732687,0.1,"LINESTRING(4.71148450120891 45.7849669371635,4.881232 45.732687,4.81266899455895 45.7301696703103)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69131 -> 69278,Messimy,Genay,1,4.67254038550832,45.6989689773504,4.8379627885673,45.8983080292396,4.881232,45.732687,0.1,"LINESTRING(4.67254038550832 45.6989689773504,4.881232 45.732687,4.8379627885673 45.8983080292396)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69141 -> 69141,Mornant,Mornant,1,4.67351157160135,45.6162978786089,4.67351157160135,45.6162978786089,4.881232,45.732687,0.1,"LINESTRING(4.67351157160135 45.6162978786089,4.881232 45.732687,4.67351157160135 45.6162978786089)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69141 -> 69282,Mornant,Meyzieu,1,4.67351157160135,45.6162978786089,5.00629233543023,45.7771600152202,4.881232,45.732687,0.1,"LINESTRING(4.67351157160135 45.6162978786089,4.881232 45.732687,5.00629233543023 45.7771600152202)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69142 -> 69029,La Mulatière,Bron,1,4.81266899455895,45.7301696703103,4.91194010503519,45.7346725078783,4.881232,45.732687,0.1,"LINESTRING(4.81266899455895 45.7301696703103,4.881232 45.732687,4.91194010503519 45.7346725078783)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69142 -> 69052,La Mulatière,Chazay-d'Azergues,1,4.81266899455895,45.7301696703103,4.70910576297563,45.8761974209997,4.881232,45.732687,0.1,"LINESTRING(4.81266899455895 45.7301696703103,4.881232 45.732687,4.70910576297563 45.8761974209997)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69142 -> 69142,La Mulatière,La Mulatière,1,4.81266899455895,45.7301696703103,4.81266899455895,45.7301696703103,4.881232,45.732687,0.1,"LINESTRING(4.81266899455895 45.7301696703103,4.881232 45.732687,4.81266899455895 45.7301696703103)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69142 -> 69389,La Mulatière,Lyon 9e Arrondissement,1,4.81266899455895,45.7301696703103,4.80878323742598,45.7826268074114,4.881232,45.732687,0.1,"LINESTRING(4.81266899455895 45.7301696703103,4.881232 45.732687,4.80878323742598 45.7826268074114)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69143 -> 69271,Neuville-sur-Saône,Chassieu,1,4.84417854622387,45.8834411332715,4.96226256315257,45.7381365556818,4.881232,45.732687,0.1,"LINESTRING(4.84417854622387 45.8834411332715,4.881232 45.732687,4.96226256315257 45.7381365556818)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69143 -> 69275,Neuville-sur-Saône,Décines-Charpieu,1,4.84417854622387,45.8834411332715,4.9617090527145,45.7719771208726,4.881232,45.732687,0.1,"LINESTRING(4.84417854622387 45.8834411332715,4.881232 45.732687,4.9617090527145 45.7719771208726)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69149 -> 69029,Oullins,Bron,1,4.80313321646844,45.7152846692538,4.91194010503519,45.7346725078783,4.881232,45.732687,0.1,"LINESTRING(4.80313321646844 45.7152846692538,4.881232 45.732687,4.91194010503519 45.7346725078783)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69149 -> 69290,Oullins,Saint-Priest,1,4.80313321646844,45.7152846692538,4.9489228896489,45.7017753082431,4.881232,45.732687,0.1,"LINESTRING(4.80313321646844 45.7152846692538,4.881232 45.732687,4.9489228896489 45.7017753082431)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69149 -> 69299,Oullins,Colombier-Saugnieu,1,4.80313321646844,45.7152846692538,5.1035018306464,45.7179737933416,4.881232,45.732687,0.1,"LINESTRING(4.80313321646844 45.7152846692538,4.881232 45.732687,5.1035018306464 45.7179737933416)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69152 -> 38048,Pierre-Bénite,Bonnefamille,1,4.82698888944518,45.7017669416778,5.11431229893338,45.6011039209127,4.881232,45.732687,0.1,"LINESTRING(4.82698888944518 45.7017669416778,4.881232 45.732687,5.11431229893338 45.6011039209127)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69152 -> 69286,Pierre-Bénite,Rillieux-la-Pape,1,4.82698888944518,45.7017669416778,4.8988718158773,45.8205294316862,4.881232,45.732687,0.1,"LINESTRING(4.82698888944518 45.7017669416778,4.881232 45.732687,4.8988718158773 45.8205294316862)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69152 -> 69383,Pierre-Bénite,Lyon 3e Arrondissement,1,4.82698888944518,45.7017669416778,4.86938666205072,45.7533324518969,4.881232,45.732687,0.1,"LINESTRING(4.82698888944518 45.7017669416778,4.881232 45.732687,4.86938666205072 45.7533324518969)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69152 -> 69387,Pierre-Bénite,Lyon 7e Arrondissement,1,4.82698888944518,45.7017669416778,4.83736856178182,45.7334291759191,4.881232,45.732687,0.1,"LINESTRING(4.82698888944518 45.7017669416778,4.881232 45.732687,4.83736856178182 45.7334291759191)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69152 -> 69388,Pierre-Bénite,Lyon 8e Arrondissement,1,4.82698888944518,45.7017669416778,4.86928073743304,45.7339241974647,4.881232,45.732687,0.1,"LINESTRING(4.82698888944518 45.7017669416778,4.881232 45.732687,4.86928073743304 45.7339241974647)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69154 -> 69290,Pollionnay,Saint-Priest,1,4.65931643656835,45.768444486554,4.9489228896489,45.7017753082431,4.881232,45.732687,0.1,"LINESTRING(4.65931643656835 45.768444486554,4.881232 45.732687,4.9489228896489 45.7017753082431)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69179 -> 69383,Beauvallon,Lyon 3e Arrondissement,1,4.70344316967055,45.5918219299903,4.86938666205072,45.7533324518969,4.881232,45.732687,0.1,"LINESTRING(4.70344316967055 45.5918219299903,4.881232 45.732687,4.86938666205072 45.7533324518969)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69189 -> 38110,Sainte-Colombe,Chuzelles,1,4.85835079849949,45.5252422903351,4.87841223996596,45.575738425425,4.881232,45.732687,0.1,"LINESTRING(4.85835079849949 45.5252422903351,4.881232 45.732687,4.87841223996596 45.575738425425)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69189 -> 69388,Sainte-Colombe,Lyon 8e Arrondissement,1,4.85835079849949,45.5252422903351,4.86928073743304,45.7339241974647,4.881232,45.732687,0.1,"LINESTRING(4.85835079849949 45.5252422903351,4.881232 45.732687,4.86928073743304 45.7339241974647)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69190 -> 38537,Sainte-Consorce,La Verpillière,1,4.69272394814207,45.7740961351924,5.14870005147511,45.6375722478547,4.881232,45.732687,0.1,"LINESTRING(4.69272394814207 45.7740961351924,4.881232 45.732687,5.14870005147511 45.6375722478547)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69190 -> 69290,Sainte-Consorce,Saint-Priest,1,4.69272394814207,45.7740961351924,4.9489228896489,45.7017753082431,4.881232,45.732687,0.1,"LINESTRING(4.69272394814207 45.7740961351924,4.881232 45.732687,4.9489228896489 45.7017753082431)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69190 -> 69388,Sainte-Consorce,Lyon 8e Arrondissement,1,4.69272394814207,45.7740961351924,4.86928073743304,45.7339241974647,4.881232,45.732687,0.1,"LINESTRING(4.69272394814207 45.7740961351924,4.881232 45.732687,4.86928073743304 45.7339241974647)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69191 -> 69273,Saint-Cyr-au-Mont-d'Or,Corbas,1,4.81817996540414,45.81927653489,4.90851842674107,45.6683278201109,4.881232,45.732687,0.1,"LINESTRING(4.81817996540414 45.81927653489,4.881232 45.732687,4.90851842674107 45.6683278201109)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69191 -> 69290,Saint-Cyr-au-Mont-d'Or,Saint-Priest,1,4.81817996540414,45.81927653489,4.9489228896489,45.7017753082431,4.881232,45.732687,0.1,"LINESTRING(4.81817996540414 45.81927653489,4.881232 45.732687,4.9489228896489 45.7017753082431)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69199 -> 69034,Saint-Fons,Caluire-et-Cuire,1,4.85054751898645,45.7015670467414,4.85158197526667,45.7976784929081,4.881232,45.732687,0.1,"LINESTRING(4.85054751898645 45.7015670467414,4.881232 45.732687,4.85158197526667 45.7976784929081)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69199 -> 69199,Saint-Fons,Saint-Fons,1,4.85054751898645,45.7015670467414,4.85054751898645,45.7015670467414,4.881232,45.732687,0.1,"LINESTRING(4.85054751898645 45.7015670467414,4.881232 45.732687,4.85054751898645 45.7015670467414)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69199 -> 69275,Saint-Fons,Décines-Charpieu,1,4.85054751898645,45.7015670467414,4.9617090527145,45.7719771208726,4.881232,45.732687,0.1,"LINESTRING(4.85054751898645 45.7015670467414,4.881232 45.732687,4.9617090527145 45.7719771208726)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69199 -> 69381,Saint-Fons,Lyon 1er Arrondissement,1,4.85054751898645,45.7015670467414,4.82866209758451,45.7700659310131,4.881232,45.732687,0.1,"LINESTRING(4.85054751898645 45.7015670467414,4.881232 45.732687,4.82866209758451 45.7700659310131)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69199 -> 69388,Saint-Fons,Lyon 8e Arrondissement,1,4.85054751898645,45.7015670467414,4.86928073743304,45.7339241974647,4.881232,45.732687,0.1,"LINESTRING(4.85054751898645 45.7015670467414,4.881232 45.732687,4.86928073743304 45.7339241974647)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69202 -> 38189,Sainte-Foy-lès-Lyon,Heyrieux,1,4.79358669872175,45.7358894918565,5.05912066839868,45.6283456876161,4.881232,45.732687,0.1,"LINESTRING(4.79358669872175 45.7358894918565,4.881232 45.732687,5.05912066839868 45.6283456876161)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69202 -> 69290,Sainte-Foy-lès-Lyon,Saint-Priest,1,4.79358669872175,45.7358894918565,4.9489228896489,45.7017753082431,4.881232,45.732687,0.1,"LINESTRING(4.79358669872175 45.7358894918565,4.881232 45.732687,4.9489228896489 45.7017753082431)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69202 -> 69384,Sainte-Foy-lès-Lyon,Lyon 4e Arrondissement,1,4.79358669872175,45.7358894918565,4.82371117590752,45.7790002347048,4.881232,45.732687,0.1,"LINESTRING(4.79358669872175 45.7358894918565,4.881232 45.732687,4.82371117590752 45.7790002347048)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69202 -> 69386,Sainte-Foy-lès-Lyon,Lyon 6e Arrondissement,1,4.79358669872175,45.7358894918565,4.85190998301348,45.7731372369993,4.881232,45.732687,0.1,"LINESTRING(4.79358669872175 45.7358894918565,4.881232 45.732687,4.85190998301348 45.7731372369993)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69204 -> 69266,Saint-Genis-Laval,Villeurbanne,1,4.78933328965204,45.6943195151933,4.88899121468023,45.7710534332504,4.881232,45.732687,0.1,"LINESTRING(4.78933328965204 45.6943195151933,4.881232 45.732687,4.88899121468023 45.7710534332504)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69204 -> 69275,Saint-Genis-Laval,Décines-Charpieu,1,4.78933328965204,45.6943195151933,4.9617090527145,45.7719771208726,4.881232,45.732687,0.1,"LINESTRING(4.78933328965204 45.6943195151933,4.881232 45.732687,4.9617090527145 45.7719771208726)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69204 -> 69285,Saint-Genis-Laval,Pusignan,1,4.78933328965204,45.6943195151933,5.06731098173269,45.7540462094066,4.881232,45.732687,0.1,"LINESTRING(4.78933328965204 45.6943195151933,4.881232 45.732687,5.06731098173269 45.7540462094066)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69204 -> 69299,Saint-Genis-Laval,Colombier-Saugnieu,1,4.78933328965204,45.6943195151933,5.1035018306464,45.7179737933416,4.881232,45.732687,0.1,"LINESTRING(4.78933328965204 45.6943195151933,4.881232 45.732687,5.1035018306464 45.7179737933416)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69205 -> 69202,Saint-Genis-les-Ollières,Sainte-Foy-lès-Lyon,1,4.72687043820961,45.7612942522183,4.79358669872175,45.7358894918565,4.881232,45.732687,0.1,"LINESTRING(4.72687043820961 45.7612942522183,4.881232 45.732687,4.79358669872175 45.7358894918565)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69205 -> 69277,Saint-Genis-les-Ollières,Genas,1,4.72687043820961,45.7612942522183,5.01608883503537,45.7299904750262,4.881232,45.732687,0.1,"LINESTRING(4.72687043820961 45.7612942522183,4.881232 45.732687,5.01608883503537 45.7299904750262)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69205 -> 69385,Saint-Genis-les-Ollières,Lyon 5e Arrondissement,1,4.72687043820961,45.7612942522183,4.80302269784641,45.7562732576647,4.881232,45.732687,0.1,"LINESTRING(4.72687043820961 45.7612942522183,4.881232 45.732687,4.80302269784641 45.7562732576647)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69207 -> 38449,Saint-Germain-au-Mont-d'Or,Saint-Quentin-Fallavier,1,4.80098853426252,45.882737277603,5.10831957401057,45.6397806903697,4.881232,45.732687,0.1,"LINESTRING(4.80098853426252 45.882737277603,4.881232 45.732687,5.10831957401057 45.6397806903697)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69236 -> 69259,Saint-Romain-en-Gier,Vénissieux,1,4.70423766890726,45.5661313995631,4.88119698352709,45.7042422660472,4.881232,45.732687,0.1,"LINESTRING(4.70423766890726 45.5661313995631,4.881232 45.732687,4.88119698352709 45.7042422660472)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69244 -> 1194,Tassin-la-Demi-Lune,Jassans-Riottier,1,4.75498178787633,45.7629796167771,4.75943260084302,45.9782066509421,4.881232,45.732687,0.1,"LINESTRING(4.75498178787633 45.7629796167771,4.881232 45.732687,4.75943260084302 45.9782066509421)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69244 -> 69388,Tassin-la-Demi-Lune,Lyon 8e Arrondissement,1,4.75498178787633,45.7629796167771,4.86928073743304,45.7339241974647,4.881232,45.732687,0.1,"LINESTRING(4.75498178787633 45.7629796167771,4.881232 45.732687,4.86928073743304 45.7339241974647)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69249 -> 69290,Thurins,Saint-Priest,1,4.62575496280031,45.6838784866001,4.9489228896489,45.7017753082431,4.881232,45.732687,0.1,"LINESTRING(4.62575496280031 45.6838784866001,4.881232 45.732687,4.9489228896489 45.7017753082431)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69250 -> 38553,La Tour-de-Salvagny,Villefontaine,1,4.71234575261883,45.8102466974405,5.15518675971442,45.6135975015604,4.881232,45.732687,0.1,"LINESTRING(4.71234575261883 45.8102466974405,4.881232 45.732687,5.15518675971442 45.6135975015604)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69250 -> 69266,La Tour-de-Salvagny,Villeurbanne,1,4.71234575261883,45.8102466974405,4.88899121468023,45.7710534332504,4.881232,45.732687,0.1,"LINESTRING(4.71234575261883 45.8102466974405,4.881232 45.732687,4.88899121468023 45.7710534332504)"
PASSE PAR AVENUE JEAN MERMOZ Ouest Est,PASSE PAR AVENUE JEAN MERMOZ Ouest Est : 69250 -> 69273,La Tour-de-Salvagny,Corbas,1,4.71234575261883,45.8102466974405,4.90851842674107,45.6683278201109,4.881232,45.732687,0.1,"LINESTRING(4.71234575261883 45.8102466974405,4.881232 45.732687,4.90851842674107 45.6683278201109)"
